   13.10000      0.1987964      1.006975670013928E-002  0.1911061    
   15.10000      0.2588340      1.094988584415381E-002  0.2459427    
   17.10000      0.2750604      9.799489782636644E-003  0.2738597    
   19.10000      0.2922462      1.008464178838297E-002  0.2895388    
   22.10000      0.2964061      9.227675763701280E-003  0.2962533    
   26.10000      0.2950096      9.268764750493994E-003  0.2893947    
   30.10000      0.2775676      1.027131929208707E-002  0.2752213    
   34.10000      0.2563745      1.003493896344168E-002  0.2576285    
   38.10000      0.2387675      9.481033698917013E-003  0.2391098    
   43.09000      0.2108422      8.928045698807775E-003  0.2174095    
   49.07000      0.1875687      1.034891298639620E-002  0.1925811    
   55.05000      0.1617447      1.090412765882718E-002  0.1710296    
   61.03000      0.1433429      1.080277742064512E-002  0.1519368    
   67.01000      0.1210926      9.758073580374355E-003  0.1353751    
