   5.100000      0.8018695      1.600937225502612E-002  0.7920620    
   7.100000      0.7555513      1.576071064387644E-002  0.7418683    
   9.100000      0.7022078      1.446029045351441E-002  0.6867908    
   11.10000      0.6428271      1.557562197795003E-002  0.6382625    
   14.10000      0.5748668      1.283744522870497E-002  0.5777093    
   18.10000      0.4923161      1.057827963328631E-002  0.5107405    
   22.10000      0.4358755      1.044509454241559E-002  0.4580306    
   26.10000      0.3949327      9.989494481704267E-003  0.4121411    
   30.10000      0.3526634      1.077497099764078E-002  0.3725680    
   35.89000      0.3017527      9.562426470305536E-003  0.3231290    
   43.47000      0.2460427      8.887069258197553E-003  0.2702116    
   51.05000      0.2035554      1.093160555453772E-002  0.2270411    
   58.63000      0.1698702      1.059716943339116E-002  0.1931640    
   66.21000      0.1401889      9.827512401416749E-003  0.1652313    
