   5.013690      0.6454450      0.204058815050955       0.6901909    
   7.013690      0.7758271      0.131871149232878       0.6619686    
   9.013690      0.5296099      0.132589592351738       0.6204053    
   11.01369      0.4683280      0.119373363863133       0.5815428    
   14.01369      0.5607153      8.411896337925236E-002  0.5286918    
   18.01369      0.2925842      7.188880302244571E-002  0.4689810    
   22.01369      0.2471231      7.037755323965163E-002  0.4221905    
   26.01369      0.3810073      6.730527468185536E-002  0.3800952    
   30.01369      0.2884399      7.019259220174164E-002  0.3438670    
   35.81232      0.3262254      5.431390245600108E-002  0.2978950    
   43.40958      0.3244790      4.750789408087881E-002  0.2487446    
   51.00684      0.2148311      5.369357503463520E-002  0.2087074    
   58.60411      0.2036656      4.710626285325551E-002  0.1773376    
   66.20137      9.6597217E-02  4.439594576084623E-002  0.1515464    
