2 	 0.705272 	 0.005184 	 2.083164 	 0.015634 	 67.702640 	 0.000000 
3 	 0.633506 	 0.005047 	 2.320593 	 0.018196 	 67.702640 	 0.000000 
4 	 0.716009 	 0.007054 	 2.033533 	 0.019965 	 67.702640 	 0.000000 
5 	 0.724154 	 0.008470 	 2.001450 	 0.023293 	 67.702640 	 0.000000 
6 	 0.679669 	 0.012068 	 2.096467 	 0.035807 	 67.702640 	 0.000000 
10 	 0.864831 	 0.011117 	 1.608701 	 0.020577 	 67.702640 	 0.000000 
