2 	 0.782848 	 0.000757 	 1.920264 	 0.002709 	 0.000000 	 0.000000 
3 	 0.756718 	 0.000701 	 1.997957 	 0.002034 	 0.000000 	 0.000000 
4 	 0.745886 	 0.000822 	 2.022704 	 0.002557 	 0.000000 	 0.000000 
5 	 0.746564 	 0.000936 	 2.001772 	 0.003090 	 0.000000 	 0.000000 
6 	 0.737769 	 0.001033 	 2.030486 	 0.003552 	 0.000000 	 0.000000 
10 	 0.730471 	 0.001117 	 2.003869 	 0.003293 	 0.000000 	 0.000000 
