   7.116979       4.443608        2.681044572550035       4.018405       1.394889    
   8.432418       7.973904        .6701492371106603       6.643821       2.272430    
   9.990991       9.484344        .6479969135728966       8.292589       2.800627    
   11.83764       10.89661        1.002995513449587       9.238495       3.088441    
   14.02560       10.48385        3.525620512760839       9.619526       3.191020    
   16.61797       10.64626        5.923681287847955       9.548186       3.149833    
   19.68948       10.11184        9.487887014504336       9.170630       3.014941    
   23.32871       9.187806        14.00357097314824       8.591951       2.820405    
   27.64058       8.360990        19.08926399838401       7.858553       2.579459    
   32.74942       7.220890        25.27647127270735       7.027419       2.308849    
   38.80254       6.181851        32.29551052391029       6.135143       2.018944    
   45.97445       5.539578        40.03748243833520       5.230011       1.724485    
   54.47196       4.756806        49.22397789695587       4.349535       1.437178    
   64.54008       3.883226        60.05830500438719       3.526670       1.167618    
   7.116979       2.298130        4.773887304912004       2.276834       1.394889    
   8.432418       4.154044        4.240283009422838       3.752916       2.272430    
   9.990991       5.093008        4.851803788283282       4.674796       2.800627    
   11.83764       5.705614        6.073713855624086       5.203443       3.088441    
   14.02560       5.725873        8.218880702382776       5.417731       3.191020    
   16.61797       5.656270        10.85357084097211       5.380647       3.149833    
   19.68948       5.389831        14.15980225850630       5.174417       3.014941    
   23.32871       5.049479        18.09696107085386       4.856639       2.820405    
   27.64058       4.576973        22.83418489896235       4.451574       2.579459    
   32.74942       3.938288        28.52542725359254       3.989908       2.308849    
   38.80254       3.429679        35.01428280002320       3.491211       2.018944    
   45.97445       3.042206        42.50882261366456       2.982522       1.724485    
   54.47196       2.556878        51.40038910358559       2.485247       1.437178    
   64.54008       2.125109        61.79805822192150       2.018459       1.167618    
