   6.892510       11.99402      0.511663952218641        12.12790    
   8.892510       13.63438      0.475289385532646        12.98584    
   10.89251       13.67931      0.406078810084939        12.81613    
   12.89251       12.96974      0.461302503786832        12.34369    
   15.89251       12.36881      0.421307488658818        11.44725    
   19.89251       10.99428      0.345108678534748        10.27683    
   23.89251       9.938383      0.341027858099599        9.256079    
   27.89251       8.758369      0.306186217847897        8.349742    
   31.89251       7.748703      0.303595125125553        7.559466    
   37.50326       6.499170      0.262982889177224        6.608753    
   44.72476       5.733419      0.285236743776113        5.585361    
   51.94625       5.065579      0.280838031612529        4.756504    
   59.16775       4.509898      0.314149645869608        4.071383    
   66.38925       3.891998      0.318433666561813        3.508725    
   6.892510       6.109608      0.203568170399992        6.247879    
   8.892510       7.007695      0.200698779268834        6.806449    
   10.89251       7.101118      0.205693947407307        6.806282    
   12.89251       6.996554      0.200624026477389        6.620418    
   15.89251       6.533393      0.193002590656188        6.203854    
   19.89251       5.928093      0.157733953225043        5.618730    
   23.89251       5.263786      0.145120639469374        5.088390    
   27.89251       4.826823      0.140142784330839        4.606101    
   31.89251       4.219206      0.140285423334001        4.179811    
   37.50326       3.654805      0.132400906341309        3.661613    
   44.72476       3.179185      0.144879260075416        3.099102    
   51.94625       2.762829      0.146321563687653        2.641430    
   59.16775       2.409537      0.161214143300146        2.262036    
   66.38925       2.113225      0.164438438328756        1.949918    
