   13.10000      0.1990442      1.006975670013928E-002  0.2188238    
   15.10000      0.2601520      1.094988584415381E-002  0.2800935    
   17.10000      0.2767608      9.799489782636644E-003  0.3115982    
   19.10000      0.2918496      1.008464178838297E-002  0.3268119    
   22.10000      0.2961817      9.227675763701280E-003  0.3328237    
   26.10000      0.2961786      9.268764750493994E-003  0.3241492    
   30.10000      0.2768225      1.027131929208707E-002  0.3071935    
   34.10000      0.2559859      1.003493896344168E-002  0.2878462    
   38.10000      0.2392562      9.481033698917013E-003  0.2677804    
   43.09000      0.2124947      8.928045698807775E-003  0.2432185    
   49.07000      0.1889464      1.034891298639620E-002  0.2163796    
   55.05000      0.1633664      1.090412765882718E-002  0.1923340    
   61.03000      0.1443110      1.080277742064512E-002  0.1710921    
   67.01000      0.1230623      9.758073580374355E-003  0.1525107    
