   13.23980       4.993043      0.338526217596215        4.875119    
   15.23980       6.308068      0.340293990543471        6.149587    
   17.23980       7.335591      0.331813200460741        6.808322    
   19.23980       7.618238      0.309757970034671        7.126367    
   22.23980       7.436054      0.301976820302486        7.246139    
   26.23980       7.240325      0.301048168903250        7.046686    
   30.23980       6.750001      0.285902081139680        6.669202    
   34.23980       6.039001      0.279016128566074        6.238925    
   38.23980       5.567855      0.292984641235680        5.792834    
   43.21582       5.243733      0.308463936303744        5.250291    
   49.16786       4.815007      0.276658634421556        4.659867    
   55.11990       4.418799      0.304466746952767        4.131505    
   61.07194       3.931939      0.354259791678367        3.666896    
   67.02398       3.456885      0.318119474411737        3.262908    
   13.23980       2.805348      0.124579292019179        2.681225    
   15.23980       3.449673      0.151162164578310        3.378278    
   17.23980       3.927402      0.148694317309035        3.737497    
   19.23980       4.083967      0.148256534425974        3.910561    
   22.23980       4.078806      0.136747943311773        3.975502    
   26.23980       3.999811      0.130307329034095        3.866713    
   30.23980       3.706666      0.132740348048361        3.660953    
   34.23980       3.310371      0.132627297341083        3.426343    
   38.23980       3.121941      0.139570770578943        3.182855    
   43.21582       2.917215      0.147546602807384        2.886342    
   49.16786       2.633383      0.140071410359145        2.563295    
   55.11990       2.371225      0.149465715132267        2.273803    
   61.07194       2.122909      0.172597798363710        2.018980    
   67.02398       1.919850      0.165196852270254        1.797197    
