   2.641668       13.04853        10.36822067666386       11.67104       4.143604    
   3.369298       16.89526        13.42013412749664       16.17803       5.314669    
   4.297348       19.86130        15.43048929878764       17.27205       5.537754    
   5.481023       19.01090        13.41268056728408       17.19022       5.408937    
   6.990734       17.57296        10.49285471165974       16.57961       5.117907    
   8.916285       16.82018        7.844106067615353       15.63301       4.739435    
   11.37221       15.72252        4.326661530556787       14.54108       4.340303    
   14.50461       13.66279        .9200000000000000       13.28304       3.916157    
   18.49981       12.30670        6.141661013113635       11.83135       3.457190    
   23.59546       10.34168        13.12630945848832       10.30299       2.992826    
   30.09467       8.533887        21.34713095476767       8.700728       2.518435    
   38.38404       6.702386        31.36718030043504       7.105164       2.052825    
   48.95666       5.497496        43.02324952859791       5.559075       1.604927    
   62.44144       4.235079        57.62811813689564       4.149345       1.197769    
   2.641668       7.023984        4.360045871318328       6.596755       4.143604    
   3.369298       9.465359        6.046486583132390       9.122421       5.314669    
   4.297348       10.17062        5.823229344616267       9.686222       5.537754    
   5.481023       10.11363        4.592385001282014       9.564730       5.408937    
   6.990734       9.416436        2.412467616362964       9.146038       5.117907    
   8.916285       8.951671        .2176924435987616       8.555180       4.739435    
   11.37221       8.373515        2.975735203273302       7.903276       4.340303    
   14.50461       7.388987        7.046985170979147       7.182157       3.916157    
   18.49981       6.570466        11.81101181101772       6.374309       3.457190    
   23.59546       5.634780        17.78201338431619       5.538442       2.992826    
   30.09467       4.660454        25.18134229940890       4.671579       2.518435    
   38.38404       3.703780        34.33656942677879       3.813015       2.052825    
   48.95666       2.998369        45.49725266430930       2.983113       1.604927    
   62.44144       2.300338        59.53990258641679       2.226954       1.197769    
