   6.366239       10.10697        .5519057890618652       10.58210       2.994411    
   8.450638       12.65461        .5019960159204453       12.15813       3.507839    
   11.21750       13.20811        .3733630940518894       12.18356       3.577564    
   14.89027       12.11625        .3644173431657720       11.38539       3.390950    
   19.76556       10.92640        .3264965543462902       10.09459       3.037248    
   26.23709       9.108932        .3075386154615384       8.583519       2.599692    
   34.82749       7.091946        .2725435744977305       6.965673       2.117584    
   46.23051       5.625685        .2776688675382964       5.348575       1.628941    
   61.36705       4.238680        .3094188100293840       3.855349       1.174950    
   6.366239       15.74465        .3132730438451416       36.26337       2.994411    
   8.450638       12.61015        .2887386361400220       23.91636       3.507839    
   11.21750       10.10818        .2293904967517181       16.46898       3.577564    
   14.89027       8.331013        .2046216019876689       11.81321       3.390950    
   19.76556       6.895060        .1980908882306301       8.715136       3.037248    
   26.23709       5.441406        .1948332620473209       6.527429       2.599692    
   34.82749       4.201828        .1992485884517128       4.864220       2.117584    
   46.23051       3.193785        .2051097267318154       3.532615       1.628941    
   61.36705       2.312968        .1972054765973805       2.458030       1.174950    
