   2.721845       13.79388        1.086278049120021       14.85441       4.123351    
   3.613016       18.00688        .8372574275573791       18.51018       5.162409    
   4.795969       19.87008        .7176350047203662       18.61606       5.257073    
   6.366239       17.93325        .5936328831862332       17.47488       5.023286    
   8.450638       17.08665        .5629387178015028       15.80523       4.630446    
   11.21750       15.72423        .4076763422127901       14.04749       4.189503    
   14.89027       13.54467        .3794733192202055       12.28155       3.716991    
   19.76556       11.73733        .3361547262794322       10.48065       3.206186    
   26.23709       9.569311        .3112073263919087       8.705971       2.682359    
   34.82749       7.353311        .2753724750224684       6.962852       2.154393    
   46.23051       5.774067        .2782624660280290       5.298842       1.643237    
   61.36705       4.322920        .3095319046560467       3.798646       1.179211    
   2.721845       41.82595        .7046985170979148       49.80717       4.123351    
   3.613016       29.09495        .5261178575186362       33.60067       5.162409    
   4.795969       21.28635        .3856163896931768       23.41426       5.257073    
   6.366239       15.74465        .3132730438451416       17.04301       5.023286    
   8.450638       12.61015        .2887386361400220       12.90996       4.630446    
   11.21750       10.10818        .2293904967517181       10.14315       4.189503    
   14.89027       8.331013        .2046216019876689       8.159239       3.716991    
   19.76556       6.895060        .1980908882306301       6.592890       3.206186    
   26.23709       5.441406        .1948332620473209       5.284248       2.682359    
   34.82749       4.201828        .1992485884517128       4.129486       2.154393    
   46.23051       3.193785        .2051097267318154       3.096326       1.643237    
   61.36705       2.312968        .1972054765973805       2.199047       1.179211    
